-19.884773	-3.324789
-16.291302	-3.322819
-12.701880	-3.319682
-12.229080	-2.924541
-9.120069	-3.311677
-8.640641	-2.921709
-7.887321	-2.726842
-6.071504	2.665825
-5.609364	-2.523479
-5.546603	-3.297636
-5.058828	-2.915855
-4.292688	-2.732175
-3.236097	2.461661
-2.493139	2.659437
-2.032506	-2.518459
-1.980215	-3.273884
-1.825295	-2.371796
-1.445766	-2.863612
-0.717207	-2.731622
-0.667084	2.257041
-0.025254	-2.120760
0.335549	2.453305
1.065011	2.642187
1.519939	-2.501073
1.577064	-3.184311
1.634940	2.052105
1.684449	-2.433722
1.750004	-2.177976
2.195240	-2.810628
2.876247	-2.720317
2.895379	2.244916
3.132937	2.072342
3.273123	-1.933676
3.533976	-2.105522
3.671024	1.846861
3.866853	2.415538
4.520892	-1.716892
4.627180	2.616956
5.041806	-2.439807
5.103605	-2.678002
5.146214	-2.636837
5.184316	2.031586
5.199419	1.885815
5.263449	-2.418901
5.441519	1.641132
5.807854	-2.751837
6.343458	2.106756
6.386006	-1.840441
6.502137	-2.694461
6.628354	2.052735
6.766426	-1.895277
6.920741	-1.874760
6.948057	1.434904
7.052029	1.775599
7.198814	1.814414
7.389629	2.357633
7.470551	-1.750448
7.942415	-1.453574
8.105383	-1.523571
8.192768	1.228296
8.207333	2.585771
8.257303	1.557211
8.320882	-1.906183
8.484816	-2.209790
8.665261	-2.385910
8.675740	1.817854
8.734590	-3.132424
8.921618	1.694185
8.932742	1.776315
9.182308	1.023109
9.355552	-2.154215
9.367471	-2.181126
9.504049	-1.518319
9.539039	1.588228
9.588512	1.229522
9.735204	1.868321
9.890173	-1.912657
9.933918	0.828601
10.081218	-1.183194
10.168954	-2.639194
10.260781	-1.306563
10.283247	0.618954
10.438929	-0.338734
10.487391	0.666890
10.513356	1.793335
10.526191	1.794783
10.573851	-1.796721
10.609462	0.976824
10.788279	1.575097
10.846357	1.742684
10.967986	-1.520110
11.055338	1.836509
11.164313	0.548643
11.246622	-0.796766
11.280524	-1.236345
11.304336	0.647736
11.461541	0.799607
11.595427	-0.967521
11.673493	-1.580906
11.735329	0.495163
11.778218	0.311117
11.809032	2.487410
11.874258	0.118740
11.949507	0.110553
12.032478	-1.978855
12.097836	-0.336795
12.185638	-0.543182
12.195241	0.304480
