-8.937382	-0.000006
-8.937115	0.000001
-7.841490	-0.000099
-7.841317	0.000104
-6.746356	-0.008408
-6.746272	0.008405
-5.651688	-0.000017
-5.651561	0.000004
-4.557569	0.000031
-4.557328	-0.000005
-3.732107	-0.010470
-3.731887	0.010467
-3.464365	0.098817
-3.464175	-0.098828
-2.638602	0.022927
-2.638278	-0.022922
-2.372083	-0.048219
-2.371627	0.048213
-1.546240	-0.011177
-1.545252	0.011172
-1.281325	-0.041274
-1.281190	0.041265
-0.455285	0.003286
-0.453908	-0.003278
-0.191869	-0.006686
-0.190668	0.006697
0.431052	-0.003915
0.431486	0.003915
0.633860	0.011813
0.635043	-0.011809
0.894976	0.032528
0.895210	-0.032518
1.476624	0.086341
1.476959	-0.086346
1.519899	0.004595
1.520609	-0.004595
1.719393	0.000173
1.720497	-0.000176
1.979264	-0.005654
1.980389	0.005638
2.568862	0.008781
2.570024	-0.008774
2.604276	0.000414
2.606959	-0.000408
2.802766	-0.012916
2.803229	0.012914
3.058202	0.013518
3.058805	-0.013515
3.549289	-0.005268
3.550655	0.005273
3.657278	0.006994
3.658783	-0.006955
3.685400	0.024296
3.685594	-0.024327
3.877823	0.000571
3.881271	-0.000558
4.136250	0.001227
4.138070	-0.001326
4.598994	0.004040
4.599600	-0.003892
4.618333	-0.005214
4.620136	0.005277
4.739365	-0.010896
4.740512	0.010685
4.755827	0.002069
4.760117	-0.002312
4.941082	0.001248
4.949781	-0.000512
5.211731	-0.001527
5.221926	0.001008
5.572937	0.000167
5.613659	-0.000023
5.647431	0.000591
5.671576	-0.001106
5.679638	0.000593
5.705127	-0.000066
5.790043	-0.000947
5.795327	0.000126
5.817826	0.001271
5.827794	0.000064
5.992888	0.000479
6.020394	-0.000729
6.279732	-0.000456
6.320472	0.000938
6.398890	-0.000613
6.470539	-0.001072
6.556060	0.002483
6.616601	0.003538
6.658001	-0.000333
6.686382	0.000141
6.697071	-0.000507
6.742341	0.000638
6.747186	-0.006030
6.796274	-0.001290
6.858449	0.000179
6.880076	-0.000299
6.881077	-0.000311
6.905586	-0.001768
6.924101	0.003045
7.066316	-0.000152
7.108363	-0.000492
7.265955	0.000751
7.285190	0.002626
7.371250	0.000955
7.443855	-0.000023
7.461118	-0.001860
7.498266	0.000480
