-20.354113	0.000039
-20.353848	-0.000019
-19.257431	0.000091
-19.256943	-0.000119
-18.161898	-0.000168
-18.161491	0.000173
-17.066090	-0.000075
-17.065527	0.000088
-15.970072	-0.000018
-15.969827	0.000015
-14.874984	-0.000029
-14.874358	0.000043
-13.896209	-0.045513
-13.896051	0.045515
-13.779511	0.069283
-13.779498	-0.069301
-12.800695	0.018813
-12.800131	-0.018816
-12.684899	0.000126
-12.684587	-0.000131
-11.705655	0.103191
-11.705399	-0.103196
-11.589971	0.003718
-11.589405	-0.003699
-10.611007	0.073858
-10.610761	-0.073857
-10.493297	-0.020526
-10.493260	0.020539
-9.516536	0.023009
-9.516201	-0.023022
-9.392024	0.001473
-9.391779	-0.001523
-8.422915	0.000667
-8.422408	-0.000654
-8.279991	0.035418
-8.279490	-0.035397
-8.152178	0.007136
-8.151706	-0.007137
-7.500304	-0.028464
-7.500051	0.028464
-7.330276	0.000526
-7.329411	-0.000516
-7.135655	0.099068
-7.135586	-0.099099
-7.057219	-0.030834
-7.057106	0.030843
-6.406340	-0.160307
-6.406289	0.160308
-6.237223	0.008095
-6.236318	-0.008101
-5.963411	0.047531
-5.963263	-0.047574
