-19.885117	0.998744	0.998744
-16.291330	0.131535	0.131535
-12.702059	6.584074	0.151882
-12.229943	0.154653	0.154653
-9.121500	1.564650	0.639121
-8.640770	2.417678	0.413620
-7.888596	0.253259	0.253259
-6.070080	0.136819	0.136819
-5.609526	7.746199	0.129096
-5.546513	1.569446	0.637168
-5.058405	1.379742	0.724773
-4.292346	0.702746	0.702746
-3.235381	0.619615	0.619615
-2.492603	0.118311	0.118311
-2.032367	2.805923	0.356389
-1.977916	2.489648	0.401663
-1.825130	1.912892	0.522769
-1.444749	0.069317	0.069317
-0.717120	12.712085	0.078665
-0.666683	0.564852	0.564852
-0.025520	2.013793	0.496575
0.336641	0.622818	0.622818
1.065960	0.128588	0.128588
1.520193	0.964806	0.964806
1.578602	0.878122	0.878122
1.634955	1.315879	0.759948
1.684440	6.850826	0.145968
1.749557	1.525712	0.655432
2.195658	0.029427	0.029427
2.876280	11.810278	0.084672
2.896308	0.595478	0.595478
3.132854	1.847759	0.541196
3.273712	0.528201	0.528201
3.533984	1.425133	0.701689
3.671460	3.336634	0.299703
3.867381	0.165426	0.165426
4.521098	3.815614	0.262081
4.629240	0.149217	0.149217
5.041868	0.702534	0.702534
5.103439	0.869921	0.869921
5.146695	0.428023	0.428023
5.184324	3.974302	0.251617
5.200430	2.766448	0.361474
5.264441	2.070415	0.482995
5.441523	1.462189	0.683906
5.808156	0.079112	0.079112
6.344244	2.751535	0.363434
6.386654	1.074070	0.931038
6.503349	1.103525	0.906187
6.628688	1.118235	0.894266
6.767002	0.172776	0.172776
6.921670	3.939831	0.253818
6.948393	1.380315	0.724472
7.053677	1.313662	0.761231
7.199001	0.426851	0.426851
7.389909	5.781070	0.172978
7.471398	0.346531	0.346531
7.942492	0.537836	0.537836
8.105741	0.155747	0.155747
8.193542	3.687565	0.271182
8.207216	1.267021	0.789253
8.257643	2.588596	0.386310
8.321534	1.082198	0.924045
8.486923	0.063375	0.063375
8.665907	4.834538	0.206845
8.677250	3.461306	0.288908
8.732088	0.059297	0.059297
8.921900	22.183783	0.045078
8.933155	0.692326	0.692326
9.182839	0.072509	0.072509
9.355702	10.899186	0.091750
9.368237	0.223033	0.223033
9.504848	1.753388	0.570324
9.535317	2.761956	0.362062
9.588741	1.053599	0.949127
9.736296	0.274551	0.274551
9.891759	3.439025	0.290780
9.934442	0.615747	0.615747
10.081228	0.974392	0.974392
10.171612	0.262791	0.262791
10.259681	6.735702	0.148463
10.282825	0.326632	0.326632
10.438714	0.446172	0.446172
10.489633	0.593653	0.593653
10.512351	3.387569	0.295197
10.525838	0.833991	0.833991
10.571526	4.672974	0.213996
10.609629	0.337159	0.337159
10.787683	2.095029	0.477320
10.847716	0.649211	0.649211
10.973487	1.349915	0.740788
11.055139	0.744188	0.744188
11.165361	0.420586	0.420586
11.247388	0.636019	0.636019
11.281887	7.139734	0.140061
11.303829	0.849980	0.849980
11.460490	0.628546	0.628546
11.593649	0.696133	0.696133
11.677345	0.733067	0.733067
11.735609	0.729246	0.729246
11.778320	2.149724	0.465176
11.809467	1.091882	0.915850
11.876425	1.149711	0.869784
11.949534	0.778200	0.778200
12.033589	1.337999	0.747385
12.099001	0.121867	0.121867
12.186522	4.213519	0.237331
12.197187	0.269014	0.269014
12.242128	5.438668	0.183869
12.254218	0.278087	0.278087
12.319970	4.237000	0.236016
12.338255	0.503619	0.503619
12.415728	1.768479	0.565458
12.454744	0.191204	0.191204
12.523745	15.632500	0.063969
12.536938	0.158383	0.158383
12.743179	2.063850	0.484531
12.775845	2.556422	0.391172
12.843261	0.135052	0.135052
13.015605	2.371999	0.421585
13.038880	0.389059	0.389059
13.094090	4.730187	0.211408
13.115569	0.212412	0.212412
13.217172	1.671852	0.598139
13.238753	6.567585	0.152263
13.274835	0.401126	0.401126
13.511802	0.226024	0.226024
13.606855	2.850186	0.350854
13.628340	0.595726	0.595726
13.689574	3.563985	0.280585
13.726053	0.027111	0.027111
13.856064	14.808983	0.067527
13.859589	0.497259	0.497259
13.911787	5.984936	0.167086
13.937743	0.247950	0.247950
14.093089	1.321969	0.756447
14.131607	0.784972	0.784972
14.182527	1.714903	0.583124
14.222497	1.620494	0.617096
14.291042	0.253355	0.253355
14.402120	0.098851	0.098851
14.430262	26.111759	0.038297
14.433043	2.159581	0.463053
14.505683	0.084272	0.084272
14.662554	5.178545	0.193104
14.675774	0.156593	0.156593
14.744233	4.842274	0.206515
14.754953	1.922748	0.520089
14.806864	0.334056	0.334056
14.906674	0.926806	0.926806
14.940017	2.001049	0.499738
14.970919	0.966209	0.966209
15.032755	4.539737	0.220277
15.092502	0.042903	0.042903
15.363736	3.615965	0.276551
15.375373	0.310729	0.310729
15.417451	1.776951	0.562762
15.430526	2.789590	0.358476
15.453759	0.792849	0.792849
15.518571	1.846535	0.541555
15.569957	0.331112	0.331112
15.664843	2.356089	0.424432
15.696260	0.616808	0.616808
15.770284	0.567257	0.567257
15.815942	0.971058	0.971058
15.841842	1.378242	0.725562
15.866992	2.058161	0.485871
15.901655	1.072800	0.932140
15.972998	0.502704	0.502704
16.049534	0.748860	0.748860
16.088009	2.348736	0.425761
16.116821	0.033061	0.033061
16.184494	36.504688	0.027394
16.186731	1.116418	0.895722
16.268404	0.419370	0.419370
16.359585	0.186852	0.186852
16.397823	5.265350	0.189921
16.404968	2.664672	0.375281
