-41.079880	0.999620	0.999620
-38.581364	1.000243	0.999757
-36.083797	0.999989	0.999989
-33.585625	0.999548	0.999548
-31.087479	0.999906	0.999906
-28.590462	0.395670	0.395670
-26.093679	1.528241	0.654347
-25.105778	0.653927	0.653927
-23.596025	0.873904	0.873904
-22.608757	0.749162	0.749162
-21.745979	1.527563	0.654638
-21.099619	0.873936	0.873936
-20.112263	0.748358	0.748358
-19.249376	1.530529	0.653369
-18.603628	0.291914	0.291914
-17.615292	1.986513	0.503395
-17.326782	1.125604	0.888412
-16.753654	1.175355	0.850807
-16.108540	0.304392	0.304392
-15.350301	1.254255	0.797286
-15.119499	1.973006	0.506841
-14.830015	1.129413	0.885416
-14.258862	1.176592	0.849913
-13.613793	0.303679	0.303679
-12.854812	1.262584	0.792027
-12.624325	0.445683	0.445683
-12.333316	3.383638	0.295540
-12.203618	1.467634	0.681369
-11.764768	1.179959	0.847487
-11.120696	0.303659	0.303659
-10.360718	1.271249	0.786628
-10.129944	0.294446	0.294446
-9.836573	0.481099	0.481099
-9.750191	10.525300	0.095009
-9.708632	1.469412	0.680544
-9.271219	1.183785	0.844748
-8.628479	0.302675	0.302675
-7.867613	1.288431	0.776138
-7.637318	0.286744	0.286744
-7.340598	0.483800	0.483800
-7.255516	10.552389	0.094765
-7.214353	1.477602	0.676772
-6.779985	0.235501	0.235501
-6.138163	4.037756	0.247662
-5.987013	0.377215	0.377215
-5.376707	0.863546	0.863546
-5.146491	0.509022	0.509022
-4.947688	0.852324	0.852324
-4.846493	0.447526	0.447526
-4.760242	11.134158	0.089814
-4.721643	1.494948	0.668919
-4.291870	0.186313	0.186313
-3.649382	0.310874	0.310874
-3.529678	16.233730	0.061600
-3.492465	0.381069	0.381069
-2.888362	0.862329	0.862329
-2.658157	0.423664	0.423664
-2.459644	0.208767	0.208767
-2.375542	5.190337	0.192666
-2.357984	0.391765	0.391765
-2.266853	11.827510	0.084549
-2.231151	1.533652	0.652039
-1.808885	0.197527	0.197527
-1.161277	0.248220	0.248220
-1.033356	2.055277	0.486552
-1.001604	5.729945	0.174522
-0.936344	0.417397	0.417397
-0.562409	1.510135	0.662192
-0.406329	0.828480	0.828480
-0.170628	0.446088	0.446088
0.024646	0.147421	0.147421
0.111756	7.723678	0.129472
0.124597	0.317417	0.317417
0.223783	8.050369	0.124218
0.255266	0.621347	0.621347
0.508717	4.193961	0.238438
0.666198	0.201848	0.201848
1.326667	0.141525	0.141525
1.459981	3.698370	0.270389
1.478849	5.365809	0.186365
1.548627	0.381183	0.381183
1.923043	1.458799	0.685496
2.065763	0.043343	0.043343
2.273964	3.999445	0.250035
2.282989	5.094907	0.196274
2.319080	0.486217	0.486217
2.502963	0.198511	0.198511
2.592371	5.242874	0.190735
2.610119	0.460962	0.460962
2.703171	5.917292	0.168996
2.746065	0.524130	0.524130
2.999879	4.665766	0.214327
3.132911	0.098160	0.098160
3.753605	1.929869	0.518170
3.814533	0.098312	0.098312
3.932115	7.090048	0.141043
3.943675	4.207499	0.237671
4.025634	0.012175	0.012175
4.370476	36.687904	0.027257
4.374675	0.914004	0.914004
4.528711	0.369204	0.369204
4.669500	1.593845	0.627414
4.721480	0.110754	0.110754
4.804328	15.767708	0.063421
4.813504	0.704240	0.704240
4.958185	0.437600	0.437600
