0.999597	-59.113655	-54.117321
0.999650	-54.117321	-49.120518
0.999650	-49.120518	-46.622597
0.652215	-46.622597	-42.677956
0.725531	-42.677956	-39.130619
0.685411	-39.130619	-35.187248
0.393942	-35.187248	-30.192383
0.523720	-30.192383	-26.819988
0.512436	-26.819988	-22.704098
0.359607	-22.704098	-19.332960
