-21.623964	3.090559	2.835032	4.074477	3.788336
-19.130936	3.099257	2.840080	4.060660	6.378325
-16.639767	3.109234	2.845683	4.045142	8.965469
-14.149281	3.121237	2.851458	4.027286	11.547648
-13.642919	3.285477	3.095210	3.619334	3.111696
-11.660934	3.136108	2.857539	4.006353	14.121423
-11.152840	3.295803	3.103477	3.600714	5.698992
-9.188159	3.123881	2.839671	4.036463	12.073068
-9.146229	3.065408	2.791833	4.142750	7.423285
-8.664749	3.308177	3.113046	3.578789	8.281272
-7.296920	2.767523	2.190951	5.041506	2.719397
-6.738254	3.484389	3.354589	3.161014	2.522160
-6.725610	3.147148	2.851314	4.001485	13.838699
-6.634315	3.075470	2.793227	4.131285	10.803354
-6.179199	3.321031	3.126940	3.552050	10.852292
-4.814657	2.813449	2.179277	5.007239	5.284836
-4.322033	2.963519	2.535224	4.501237	2.446662
-4.272791	3.181351	2.869329	3.949296	15.957884
-4.253119	3.506451	3.359077	3.134455	5.106547
-4.116845	3.082823	2.789786	4.127371	13.809550
-3.698483	3.334725	3.148786	3.516462	13.373334
-2.797490	3.226722	3.024907	3.748382	2.314211
-2.336352	2.860813	2.173964	4.965244	7.836757
-1.847747	3.096887	2.459730	4.443395	4.923741
-1.831010	3.223395	2.893666	3.882948	18.096790
-1.772249	3.546417	3.353580	3.099892	7.670413
-1.620507	3.077685	2.941828	3.980443	2.279254
-1.597683	3.091382	2.786286	4.122313	16.761351
-1.224227	3.349580	3.181072	3.469317	15.803864
-0.910659	3.675251	3.627320	2.697448	2.017010
-0.306819	3.243323	3.027721	3.728904	5.033929
0.135413	2.913209	2.177784	4.909015	10.350513
0.589668	3.265517	2.921772	3.812688	18.844509
0.621086	3.248315	2.384821	4.366862	7.341714
0.700556	3.603465	3.344819	3.051615	10.188174
0.764452	3.643304	2.826085	3.530595	2.628025
0.837423	3.055136	2.753638	4.191199	10.051541
0.889513	2.751374	3.395725	3.852868	4.291250
0.964599	3.021665	2.721772	4.256571	13.086842
1.242572	3.365373	3.224634	3.409934	18.109352
1.566809	3.700466	3.643976	2.655510	4.586819
2.175695	3.296867	3.010285	3.692822	7.816885
2.265528	2.858015	2.241390	4.900628	2.439716
2.483157	3.401221	3.315398	3.283360	1.978577
2.614330	2.952284	2.178661	4.869007	12.379148
2.918532	3.855688	3.252542	2.891716	1.816004
2.983693	3.316368	2.962077	3.721524	19.081278
3.076101	3.391940	2.340182	4.267848	9.679643
3.171382	3.667761	3.328237	3.003941	12.553481
3.229986	3.603349	2.874991	3.521652	5.435601
3.299888	3.121578	2.791407	4.086984	15.918957
3.380727	2.538550	3.704288	3.757160	6.575421
3.536400	2.993948	2.687012	4.318991	14.636963
3.702684	3.380865	3.279788	3.339340	20.247232
3.831711	3.989913	3.779601	2.230494	1.712579
4.037185	3.631196	3.782495	2.586329	6.988879
4.426063	3.140875	2.462744	4.396304	1.962129
4.624855	3.402793	2.995283	3.601887	10.407332
4.698981	2.869808	2.370912	4.759252	5.923443
4.786199	4.018462	3.629903	2.351635	1.556612
4.939929	3.424606	3.380675	3.194718	4.938453
5.115120	2.967098	2.166047	4.866862	13.882909
5.351336	3.383932	3.022321	3.593770	19.167715
5.378924	3.965490	3.202516	2.831990	4.428354
5.521232	3.567854	2.302556	4.129566	11.715626
5.631156	3.173404	2.907094	3.919441	2.319842
5.650813	3.719277	3.295532	2.985175	14.575044
5.674570	3.528909	2.975786	3.495295	8.153901
5.753695	3.170039	2.853218	3.976728	20.413544
5.837447	2.392009	4.022336	3.585593	8.332433
6.106284	2.987117	2.668612	4.344230	17.427471
6.158716	3.387498	3.345431	3.267049	22.187939
6.273170	4.336022	3.487614	2.176326	4.548137
6.327151	3.341620	2.748760	3.909594	2.262042
6.376917	4.210781	3.963441	1.825733	1.368613
6.431923	3.478994	4.078462	2.442486	7.184259
6.769390	3.606419	3.523224	2.870323	3.503775
6.873713	3.249226	2.454747	4.295997	4.992294
7.043775	3.576227	2.966202	3.457484	12.717878
7.075458	2.876474	2.601838	4.521684	8.822237
7.236947	4.114401	3.626532	2.259041	4.075467
7.337092	3.442392	3.555907	3.001670	7.793559
7.497681	4.116321	4.154348	1.729300	1.265657
7.631974	2.995405	2.141685	4.862867	15.653962
7.671150	3.466680	3.106326	3.426993	17.666443
7.694089	4.396504	4.290761	1.312724	1.212575
7.742538	4.399461	2.703995	2.896527	5.056474
7.873540	3.232678	3.823196	2.944080	4.714911
7.966331	3.670350	2.342719	3.986914	13.120480
8.090248	3.425092	2.730219	3.844636	10.042553
8.133017	3.070169	3.075319	3.854482	15.818241
8.137463	3.259071	3.129890	3.611023	10.526834
8.146101	3.764856	3.255576	2.979517	16.701824
8.302827	2.664150	3.972164	3.363672	8.850002
8.481268	3.017848	2.683835	4.298303	15.724629
8.613728	3.418161	3.405427	3.176376	23.765249
8.637834	4.812636	3.142439	2.044860	6.986208
8.745164	4.545610	4.630459	0.823857	1.088192
8.779516	2.842585	2.556493	4.600897	12.564511
8.798592	3.314789	4.440186	2.244953	7.754376
8.807608	4.355087	3.950055	1.694810	3.810446
8.810688	3.413825	2.796926	3.789198	5.971177
9.128270	3.597589	2.238998	4.163404	6.292041
9.160432	3.682256	3.199775	3.117930	3.530574
9.174860	4.112247	3.199903	2.687799	1.855557
9.260732	2.741839	3.184359	4.073754	6.693353
9.298311	3.678631	3.496175	2.825139	7.141584
9.446225	3.618688	3.093830	3.287470	14.204291
9.542030	4.551610	5.064444	0.383846	0.986130
9.586572	3.959052	4.048403	1.992520	5.274085
9.643201	2.974710	2.312233	4.713022	8.552228
9.794952	4.394816	3.548358	2.056776	2.357832
9.817677	3.459882	3.527613	3.012469	9.106039
9.853375	4.655394	3.670159	1.674361	2.560501
9.917282	3.608142	3.251765	3.140030	14.767785
10.017320	4.597036	2.759950	2.642977	5.903046
10.065293	4.498403	4.371846	1.129701	2.719585
10.097730	3.874958	4.909610	1.215399	2.288097
10.126217	4.166231	5.786702	0.047029	0.924036
10.179497	3.016984	2.083484	4.899524	16.699173
10.256763	4.157504	3.412130	2.430306	5.358559
10.331070	3.759469	3.716584	2.523879	5.541489
10.341298	3.760874	3.005406	3.233680	9.080925
10.393075	3.786458	2.665057	3.548434	12.486658
10.458555	3.236569	3.181228	3.582170	20.988218
10.536054	2.744679	3.613915	3.641399	13.224231
10.649817	3.679513	2.471841	3.848625	5.406813
10.662418	3.784643	3.115398	3.099888	17.145643
10.756787	4.279975	4.338634	1.381297	2.248317
10.770394	4.202249	2.982629	2.815078	8.384424
10.854112	4.451897	3.176003	2.372054	7.410446
10.933814	3.199116	2.782504	4.018388	22.903761
10.991432	5.417394	4.021622	0.560904	2.478806
11.030264	3.687069	3.559988	2.752895	7.905175
11.071130	3.408646	3.501592	3.089719	24.873476
11.096579	3.523569	4.404635	2.071747	6.885128
11.182431	3.683576	2.816495	3.499878	7.433429
11.236457	4.327370	4.871487	0.801078	2.136431
11.246046	5.118020	2.883741	1.998194	5.529112
11.285000	3.541081	3.642795	2.816084	6.629790
11.418545	2.909570	2.461444	4.628943	14.832444
11.443715	4.207588	4.214288	1.578037	3.552182
11.479045	4.184439	3.958265	1.857212	4.829570
11.493638	3.359057	3.401439	3.239465	5.820418
11.514668	3.321862	4.171943	2.506140	7.907897
11.639718	4.766129	4.696855	0.536958	1.881476
11.664368	3.223736	2.767270	4.008956	7.230392
11.743268	4.242647	4.517649	1.239654	1.498495
11.822921	3.317387	5.958739	0.723837	1.775594
11.836128	4.050064	2.874860	3.075040	5.513184
11.861313	3.793030	2.916630	3.290314	13.783053
11.910227	4.031022	4.029004	1.939919	5.379030
11.964532	3.446887	3.372342	3.180725	10.787964
11.978912	2.926287	3.770252	3.303398	4.665137
12.000939	3.520840	4.400076	2.079033	5.059605
12.066754	3.445386	5.439765	1.114814	2.181555
12.139421	3.149603	2.482858	4.367514	12.660315
12.218556	3.742203	3.073318	3.184453	5.774692
12.291312	4.078622	5.184971	0.736340	2.572438
12.333351	3.603449	3.254141	3.142377	9.322280
12.366318	3.447438	3.311838	3.240683	9.187781
12.459458	4.709339	3.198112	2.092471	6.196871
12.540994	4.046834	3.301501	2.651626	7.722802
12.553206	4.143460	3.572307	2.284197	6.457756
12.570161	3.326032	3.530146	3.143790	14.163326
12.623400	4.231940	5.701863	0.066163	3.528119
