-19.885117	3.101213	2.841797	4.057058	3.232783	-1.000007
-16.291330	3.116228	2.849967	4.033827	5.163585	-1.000002
-12.702059	3.138886	2.856592	4.004530	7.085161	-1.000001
-12.229943	3.292403	3.106467	3.601138	2.608981	-1.000001
-9.121500	3.171880	2.866201	3.961910	8.963493	-0.999996
-8.640770	3.307234	3.123519	3.569244	4.537990	-0.999998
-7.888596	3.038457	2.767504	4.194133	2.373535	-1.000009
-6.070080	2.786263	2.197104	5.016481	2.244524	0.999984
-5.609526	3.506840	3.351555	3.141578	2.065927	-0.999996
-5.546513	3.214947	2.880113	3.904896	10.779290	-0.999970
-5.058405	3.313943	3.161673	3.524374	6.446635	-0.999984
-4.292346	3.055921	2.772487	4.171603	4.399263	-0.999993
-3.235381	3.035719	2.491200	4.473053	1.985917	0.999992
-2.492603	2.793094	2.246195	4.960711	4.154391	0.999988
-2.032367	3.587280	3.315225	3.097525	3.995963	-0.999959
-1.977916	3.270936	2.894832	3.834226	12.488491	-0.999799
-1.825130	3.242411	3.102511	3.655030	2.435191	-0.999964
-1.444749	3.283923	3.162447	3.553619	7.786607	-0.999874
-0.717120	3.088544	2.798653	4.112828	6.416809	-0.999874
-0.666683	3.274592	2.794471	3.930927	1.744610	0.999959
-0.025520	3.697933	3.626686	2.675355	1.594002	-0.999942
0.336641	3.060745	2.533797	4.405457	3.891164	0.999923
1.065960	2.820319	2.314958	4.864626	5.994874	0.999819
1.520193	3.740951	3.232363	3.026640	5.857390	-0.999423
1.578602	3.348531	2.905107	3.746321	13.490593	-0.998574
1.634955	3.507820	3.100840	3.391311	1.524693	0.999596
1.684440	3.231243	3.284554	3.484160	5.168034	-0.999418
1.749557	2.984619	2.722764	4.292634	2.279101	-0.999863
2.195658	3.256524	3.130019	3.613482	9.103418	-0.999262
2.876280	3.100592	2.810264	4.089133	8.292273	-0.998746
2.896308	3.316614	2.837293	3.846059	3.638067	0.999281
3.132854	2.863773	2.231740	4.904413	1.667913	0.999842
3.273712	3.437302	3.280983	3.281691	1.530153	-0.999634
3.533984	3.810675	3.595037	2.594300	3.470644	-0.998858
3.671460	3.736603	3.408417	2.854970	1.322528	0.999504
3.867381	3.113132	2.627228	4.259633	5.604342	0.999027
4.521098	3.862987	3.937309	2.199679	1.211993	-0.998813
4.629240	2.852815	2.371807	4.775355	7.742379	0.998522
5.041868	4.092767	2.791623	3.115532	7.461230	-0.994851
5.103439	3.449212	3.202486	3.348290	9.942634	-0.995078
5.146695	3.013577	3.612988	3.373385	9.561679	-0.995185
5.184324	3.572560	3.125206	3.302222	3.358748	0.997979
5.200430	3.091332	2.521524	4.387124	1.605774	0.999311
5.264441	3.133666	2.795001	4.071336	7.030424	-0.997552
5.441523	3.962462	3.714207	2.323346	1.142310	0.997981
5.808156	3.269368	3.160064	3.570539	10.600832	-0.996174
6.344244	3.427274	2.998941	3.573767	4.686954	0.995073
6.386654	3.129158	2.862277	4.008543	2.152601	-0.998426
6.503349	3.064377	2.816628	4.118916	9.971375	-0.994576
6.628688	2.974631	2.346505	4.678833	3.686268	0.996660
6.767002	3.952260	3.038467	3.009228	3.493828	-0.992209
6.921670	3.599851	3.941113	2.459040	3.789957	-0.989172
6.948393	4.180861	4.020160	1.798997	0.983929	0.992351
7.053677	3.311287	2.707064	3.981625	2.057517	0.997955
7.199001	3.843587	3.454525	2.701874	3.148093	0.991668
7.389909	3.164895	2.749745	4.085354	7.153213	0.992217
7.471398	3.585327	3.484355	2.930292	2.697218	-0.995669
7.942492	4.988589	3.188405	1.822996	1.787946	-0.981827
8.105741	3.136311	4.965836	1.897818	2.116323	-0.984782
8.193542	4.382341	4.330755	1.286895	0.845251	0.978060
8.207216	2.877882	2.403826	4.718295	9.393354	0.991368
8.257643	3.720744	3.321338	2.957915	2.074928	0.983402
8.321534	3.603141	2.886144	3.510657	4.786423	-0.972214
8.486923	3.792554	3.252494	2.954940	7.545861	-0.968169
8.665907	3.471342	3.634857	2.893794	8.923995	-0.935520
8.677250	3.271661	2.619238	4.109099	3.751816	0.942111
8.732088	3.334916	2.983997	3.681068	16.912947	-0.981543
8.921900	4.040033	3.346644	2.613316	3.391184	0.976457
8.933155	3.697493	3.358346	2.944156	3.707947	0.982341
9.182839	4.534693	4.665069	0.800198	0.730054	0.942947
9.355702	3.273495	2.678163	4.048315	6.824423	-0.982570
9.368237	3.247234	2.904244	3.848505	7.727658	-0.975011
9.504848	3.635550	3.437460	2.926975	3.208746	-0.936005
9.535317	3.276749	2.631796	4.091481	2.769768	0.959086
9.588741	3.923614	3.581595	2.494776	1.191822	0.942889
9.736296	3.620993	3.214000	3.164984	5.362175	0.939685
9.891759	3.186098	3.080324	3.733571	5.295310	-0.964196
9.934442	4.516382	5.110052	0.373525	0.643880	0.877578
10.081228	5.085420	2.914320	2.000240	1.917077	-0.882001
10.171612	3.023973	2.746430	4.229568	11.298753	-0.978313
10.259681	3.605797	4.407527	1.986694	3.262774	-0.816550
10.282825	5.033015	3.688683	1.278288	1.880423	0.427867
10.438714	4.688181	4.007220	1.304583	1.161925	-0.462860
10.489633	4.106352	5.840096	0.053501	0.586447	0.795859
10.512351	3.474080	2.308843	4.217079	4.413195	0.954070
10.525838	3.133075	2.458041	4.408878	4.390290	0.961202
10.571526	3.266867	3.354736	3.378413	4.662053	-0.964110
10.609629	3.809542	4.235373	1.955064	1.197969	0.823789
10.787683	3.551829	2.993475	3.454698	4.292042	0.871896
10.847716	3.821386	3.414855	2.763735	4.643327	0.944579
10.973487	3.943432	3.585689	2.470807	4.983742	-0.793997
11.055139	3.188117	2.830915	3.980952	6.239726	0.893530
11.165361	5.764467	3.460604	0.774893	1.128195	0.484176
11.247388	4.519869	4.113670	1.366452	1.926262	-0.630226
11.281887	4.057476	3.239208	2.703289	3.856900	-0.688855
11.303829	4.247710	3.504797	2.247467	2.772320	0.470723
11.460490	3.567319	4.921404	1.511258	1.161732	0.731961
11.593649	3.731218	3.142884	3.125898	2.777946	-0.617902
11.677345	3.687984	4.265877	2.046072	4.494691	-0.892534
11.735609	4.809533	4.516561	0.673881	1.103216	0.439102
11.778320	3.808250	3.678254	2.513485	2.009050	0.248765
11.809467	2.902146	2.439134	4.658696	10.730970	0.946952
11.876425	4.019721	5.094669	0.885576	1.130073	-0.047514
11.949534	5.207374	2.906969	1.885638	1.919846	0.061392
12.033589	4.029852	2.884287	3.085845	8.681387	-0.843554
12.099001	3.499583	4.026730	2.473655	2.048982	-0.319205
12.186522	3.617866	3.228606	3.153492	6.709132	-0.075940
12.197187	3.390626	6.060939	0.548371	0.649695	0.372534
12.242128	3.469729	3.887980	2.642264	7.512156	-0.625673
12.254218	3.138494	4.834318	2.027165	3.648270	-0.407595
12.319970	3.458900	2.926050	3.615047	15.604266	-0.614485
12.338255	3.848649	4.481203	1.670126	1.359365	0.461171
12.415728	3.316149	2.640933	4.042906	5.026060	0.672990
12.454744	3.485788	3.107811	3.406377	4.576330	0.313438
12.523745	3.248565	3.529586	3.221842	4.434457	0.324363
12.536938	4.059817	3.757882	2.182284	4.393646	0.747679
12.743179	3.670653	4.768319	1.560999	1.007740	-0.091068
12.775845	3.094309	2.711657	4.194020	6.869914	-0.503389
12.843261	4.144364	4.880806	0.974799	1.985759	0.419848
13.015605	3.235559	3.252879	3.511527	12.119899	-0.885337
13.038880	3.603637	3.540362	2.855983	2.417525	0.267752
13.094090	3.365158	3.572043	3.062790	2.434449	0.317972
13.115569	3.658822	3.071958	3.269219	3.214153	0.058966
13.217172	3.783662	4.746742	1.469578	1.103745	0.316992
13.238753	3.491631	4.141963	2.366379	1.573128	0.125654
13.274835	3.517630	3.304763	3.177606	6.733243	0.840154
13.511802	3.088935	2.789527	4.121532	5.931491	-0.076317
13.606855	3.841463	2.826099	3.332434	5.142124	-0.490452
13.628340	4.428962	5.026922	0.544046	2.482455	0.550617
13.689574	3.630817	2.996281	3.372894	6.193812	-0.717861
13.726053	3.599527	3.641077	2.759372	5.066625	-0.520104
13.856064	4.158542	4.078570	1.762862	2.050622	0.192631
13.859589	2.940490	2.631069	4.428433	11.241217	-0.565328
13.911787	3.312693	3.864922	2.822369	3.155411	0.245834
13.937743	3.823899	4.360053	1.816026	2.778499	0.389644
14.093089	4.139058	5.797804	0.063076	2.527870	0.341095
14.131607	2.827438	2.292127	4.880423	5.579273	0.152349
14.182527	3.668168	2.827449	3.504369	5.592243	0.097321
14.222497	4.337471	3.886020	1.776483	2.751082	-0.214083
14.291042	3.396354	3.268333	3.335314	3.157163	0.070468
14.402120	3.403944	2.936039	3.660001	5.311537	-0.106602
14.430262	3.421841	3.126580	3.451569	6.043885	0.287589
14.433043	3.337387	3.366344	3.296267	5.522383	0.157901
14.505683	4.001313	3.542342	2.456336	3.508511	0.493138
14.662554	3.211180	3.637978	3.150839	4.181794	0.441738
14.675774	2.978849	2.753118	4.268034	6.378664	0.357257
14.744233	3.698371	3.708984	2.592632	1.766632	-0.136290
14.754953	3.565114	3.676781	2.758098	5.533323	-0.398706
14.806864	2.752096	2.412822	4.835073	3.259883	0.003580
14.906674	3.443808	2.914012	3.642149	6.366176	-0.338040
14.940017	5.231426	3.626660	1.141881	3.297873	0.238161
14.970919	4.061784	4.162457	1.775728	3.560293	-0.162199
15.032755	3.645608	3.410553	2.943821	5.022728	0.217289
15.092502	2.955731	2.777447	4.266829	2.607961	-0.234870
15.363736	4.098264	3.604812	2.296901	2.882877	0.181991
15.375373	3.464546	4.294903	2.240522	5.552321	-0.590671
15.417451	3.837383	3.177073	2.985542	9.165435	-0.581529
15.430526	5.113150	4.162007	0.724788	2.903530	0.170244
15.453759	2.829137	2.376909	4.793913	12.044662	0.896791
15.518571	3.211910	4.133285	2.654781	2.196822	0.219450
15.569957	3.794644	2.358652	3.846690	4.292760	0.389959
15.664843	4.043872	4.749955	1.206091	2.615546	-0.003658
15.696260	3.940126	3.316740	2.743129	5.720496	-0.176805
15.770284	3.161418	6.291709	0.546806	2.609078	0.058026
15.815942	3.006805	2.889776	4.103407	4.031290	0.388908
15.841842	4.443810	3.119814	2.436358	3.898629	0.125843
15.866992	3.518255	2.914730	3.567008	18.104807	-0.793617
15.901655	3.746742	3.215037	3.038220	11.505063	-0.644314
15.972998	4.258210	2.937636	2.804131	2.605672	-0.054825
