-19.884920	3.101213	2.841777	4.057046	3.232799
-16.290838	3.116184	2.849993	4.033811	5.163555
-12.701891	3.138988	2.856503	4.004543	7.085218
-12.228916	3.292287	3.106563	3.601112	2.608996
-9.120415	3.172280	2.865911	3.961729	8.962766
-8.640707	3.307166	3.123598	3.569259	4.538386
-7.887136	3.038270	2.767527	4.194191	2.373752
-6.071177	2.786495	2.197023	5.016458	2.244502
-5.609569	3.506456	3.352063	3.141508	2.064988
-5.546820	3.215115	2.879927	3.904970	10.780368
-5.058589	3.313531	3.162064	3.524385	6.446558
-4.292470	3.055908	2.772417	4.171675	4.399282
-3.236168	3.036145	2.490890	4.472939	1.985897
-2.492691	2.792990	2.246364	4.960611	4.154103
-2.032254	3.586651	3.316191	3.097113	3.992425
-1.981028	3.271135	2.894279	3.834604	12.493435
-1.825373	3.243364	3.101358	3.655309	2.431799
-1.445450	3.283692	3.162688	3.553642	7.788632
-0.717152	3.088431	2.798526	4.112975	6.416271
-0.667290	3.274466	2.794628	3.930959	1.744652
-0.025090	3.697962	3.626621	2.675379	1.594016
0.335055	3.060906	2.533762	4.405353	3.890766
1.064747	2.820553	2.314941	4.864476	5.994582
1.520015	3.739417	3.234324	3.026230	5.858869
1.575886	3.353859	2.902114	3.743965	13.465147
1.635039	3.507401	3.101285	3.391267	1.523440
1.684421	3.227976	3.286113	3.485877	5.209886
1.750217	2.984442	2.722091	4.293472	2.258827
2.194599	3.256544	3.129978	3.613437	9.105672
2.876374	3.100464	2.809941	4.089594	8.293997
2.895470	3.316435	2.837414	3.846141	3.637650
3.133421	2.864077	2.231236	4.904655	1.668436
3.273196	3.437362	3.280967	3.281624	1.530052
3.533988	3.810047	3.595627	2.594287	3.470608
3.671009	3.736907	3.408083	2.855015	1.322405
3.866502	3.112184	2.627893	4.259870	5.605028
4.520732	3.863459	3.936855	2.199685	1.211930
4.627322	2.852652	2.371951	4.775400	7.742369
5.041555	4.092574	2.792254	3.115170	7.455531
5.102794	3.449690	3.213694	3.336642	9.809650
5.145526	3.011968	3.602386	3.385629	9.653250
5.184169	3.574340	3.133292	3.292348	3.375183
